Open,High,Low,Close,Prediction,Result
1.08204,1.08204,1.08204,1.08204,1.0817156336185336,Incorrecto
1.08226,1.08228,1.08226,1.08228,1.081769426228404,Incorrecto
1.08243,1.08243,1.08243,1.08243,1.081803348657489,Incorrecto
1.08244,1.08245,1.08244,1.08245,1.0818065737313034,Incorrecto
1.0824,1.0824,1.08239,1.0824,1.0817965784424544,Correcto
1.08243,1.08243,1.08243,1.08243,1.081803348657489,Incorrecto
1.08258,1.0826,1.08258,1.0826,1.0818350360739233,Correcto
1.08255,1.08255,1.08255,1.08255,1.0818271430343391,Incorrecto
